id	name_es	name_en	country_id
VN-47	Kien Giang	Kien Giang	VN
VN-49	Vinh Long	Vinh Long	VN
VN-51	Tra Vinh	Tra Vinh	VN
VN-52	Soc Trang	Soc Trang	VN
VN-61	Hai Duong	Hai Duong	VN
VN-63	Henan	Henan	VN
VN-66	Hung Yen	Hung Yen	VN
VN-67	Nam Dinh	Nam Dinh	VN
VN-68	Phu Tho	Phu-Tho	VN
VN-69	Taiyuan	Thai Nguyen	VN
VN-70	Vinh Phuc	Vinh Phuc	VN
VN-73	Hau Giang	Hau Giang	VN
VN-CT	Tho	Can Tho	VN
VN-DN	Da Nang	Danang	VN
VN-HN	Hanoi	Hanoi	VN
VN-HP	Haiphong	Haiphong	VN
VN-SG	Ho Chi Minh	Ho Chi Minh	VN
VU-MAP	Malampa	Malampa	VU
VU-PAM	Penama	Penama	VU
VU-SAM	Sanma	Sanma	VU
VU-SEE	Shefa	Shefa	VU
VU-TAE	Tafea	Tafea	VU
VU-TOB	Torba	Torba	VU
WF-ALO	Alo	Alo	WF
WF-SIG	Sigave	Sigave	WF
WF-WAL	Wallis	Wallis	WF
WS-AA	A'Ana	A'Ana	WS
WS-AL	Familia-A-La-Tai	District Of Aiga I Le Tai	WS
WS-AT	Dios	God	WS
WS-FA	Fa'Asaleleaga	Fa'Asaleleaga	WS
WS-GE	Gaga'Emauga	Gaga'Emauga	WS
WS-GI	Gaga'Ifomauga	Gagaifomauga	WS
WS-PA	Cámara Digital	Digital Camera	WS
WS-SA	Satupa'Itea	Satupa'Itea	WS
WS-TU	Tuamasanga	Tuamasanga	WS
WS-VF	Barco-De-Fonoti	Boat-Of-Fonoti	WS
WS-VS	Vaisigano	Vaisigano	WS
YE-AB	Abyan	Abyān	YE
YE-AD	Adan	Adan	YE
YE-AM	Amrān	Amrān	YE
YE-BA	Al Bayda '	Al BayḑĀ '	YE
YE-DA	Aḑ Dali '	Aḑ ḐĀli '	YE
YE-DH	Dhamār	Dhamār	YE
YE-HD	Hadramaut	ḨAḑRamawt	YE
YE-HJ	Hajjah	ḨAjjah	YE
YE-HU	Al Hudaydah	Al ḨUdaydah	YE
YE-IB	Ibb	Ibb	YE
YE-JA	Al Jawf	Al Jawf	YE
YE-LA	Lahij	LaḩIj	YE
YE-MA	Ma'Rib	Ma'Rib	YE
YE-MR	Al Mahrah	Al Mahrah	YE
YE-MW	Al Mahwit	Al MaḩWīt	YE
YE-RA	Raymah	Raymah	YE
YE-SD	Sa'Dah	Şā'Dah	YE
YE-SH	Shabwah	Shabwah	YE
YE-SN	Saná	Şan'Ā '	YE
YE-SU	Arkhabīl Socotora	Arkhabīl Suquţrá	YE
YE-TA	Ta'Izz	Tā'Izz	YE
YT-01	Dzaoudzi	Dzaoudzi	YT
YT-02	Pamandzi	Pamandzi	YT
YT-03	Mamoudzou	Mamoudzou	YT
YT-04	Dembeni	Dembeni	YT
YT-05	Bandrélé	Bandrélé	YT
YT-06	Kani-Keli	Kani-Keli	YT
YT-07	Bouéni	Bouéni	YT
YT-08	Chirongui	Chirongui	YT
YT-09	Sada	Sada	YT
YT-10	Ouangani	Ouangani	YT
YT-11	Chiconi	Chiconi	YT
YT-12	Tsingoni	Tsingoni	YT
YT-13	M'Tsangamouji	M'Tsangamouji	YT
YT-14	Acoua	Acoua	YT
YT-15	Mtsamboro	Mtsamboro	YT
YT-16	Bandraboua	Bandraboua	YT
YT-17	Koungou	Koungou	YT
ZA-EC	Cabo Del Este	Eastern Cape	ZA
ZA-FS	Estado Libre	Free State	ZA
ZA-GT	Provincia De Gauteng	Gauteng	ZA
ZA-LP	Limpopo	Limpopo	ZA
ZA-MP	Mpumalanga	Mpumalanga	ZA
ZA-NC	Cabo Del Norte	Northern Cape	ZA
ZA-NL	Kwazulu-Natal	Kwazulu-Natal	ZA
ZA-NW	Noroeste	North West	ZA
ZA-WC	Cabo Oeste	Western Cape	ZA
ZM-01	Occidental	Western	ZM
ZM-02	Central	Central	ZM
ZM-03	Oriental	Eastern	ZM
ZM-04	Luapula	Luapula	ZM
ZM-05	Del Norte	Northern	ZM
ZM-06	Noroeste	North-Western	ZM
ZM-07	Del Sur	Southern	ZM
ZM-08	Copperbelt	Copperbelt	ZM
ZM-09	Lusaka	Lusaka	ZM
ZW-BU	Bulawayo	Bulawayo	ZW
ZW-HA	Harare	Harare	ZW
ZW-MA	Manicalandia	Manicaland	ZW
ZW-MC	Mashonaland Central	Mashonaland Central	ZW
ZW-ME	Mashonaland Oriental	Mashonaland East	ZW
ZW-MI	Midlands	Midlands	ZW
ZW-MN	Matabeleland Norte	Matabeleland North	ZW
ZW-MS	Matabeleland Sur	Matabeleland South	ZW
ZW-MV	Masvingo	Masvingo	ZW
ZW-MW	Mashonaland Occidental	Mashonaland West	ZW
